회사명,직무,링크,자격요건,우대사항
리디(RIDI),데이터분석가(Global),https://www.wanted.co.kr/wd/144607,"• 3년 이상의 모바일 앱 및 웹의 고객 행동 데이터 분석을 통한 서비스 개선 경험
• 데이터 처리 언어(SQL, R, Python 등)에 대한 지식을 보유하고 계신 분
• 빠르게 변화하는 환경에서 데이터에 대한 열정을 가지고 주도적으로 업무를 이끌어가시는 분
• 사업에 대한 높은 이해도와 커뮤니케이션 스킬을 바탕으로 기술적 개념을 비즈니스 언어로 쉽게 설명하실 수 있는 분","• 수학, 통계, 산업공학 등 관련 전공
• 데이터 시각화 도구(Redash, Tableau) 사용 경험
• 컨텐츠를 좋아하거나 컨텐츠 플랫폼 회사 근무 경험"
리디(RIDI),데이터 엔지니어,https://www.wanted.co.kr/wd/57908,"• 데이터 가공 및 분산 처리 기술에 대한 이해
• 알고리즘, 데이터구조, OS, 데이터베이스 등 기본적인 전산 지식에 대한 이해
• 기본적인 SQL 및 프로그래밍 능력","• Hadoop MR, Hive, Spark 등 분산 처리 기술 관련 개발 경험
• 대용량/실시간 데이터 분산 처리 시스템 설계 및 운영 경험
• AWS, GCP등 클라우드 환경에서의 데이터 파이프라인 구축 및 운영 경험
• GA, Tableau 등 외부 분석/시각화 도구에 대한 지식
• Python, Java, Scala 중 하나 이상을 이용한 개발 경험"
큐빅웨어,빅데이터 사업 전략기획 및 운영,https://www.wanted.co.kr/wd/145644,"• 교통 혹은 빅데이터 분야에 관심이 매우 높으신 분
• 전공 : 도시, 교통, 국토, 스마트시티, 토목 관련 학과 및 경력
  - 전공에 포함되지 않더라도 교통 혹은 빅데이터 분야에 관심이 매우 높으신 분
• 학력 : 학사 이상 (졸업예정자 포함)","• 석사, 박사 학위
• 공공분야 빅데이터 사업을 경험하신분
• 중앙부처, 지자체, 연구기관 등 공공분야에서 근무경력이 있으신 분
• 빠르게 정리하실 수 있으며, 문서 작성 스킬이 뛰어나신 분
• 개발자, 디자이너와 커뮤니케이션이 원활하신분"
큐빅웨어,빅데이터 처리 시스템 개발자(JAVA),https://www.wanted.co.kr/wd/141857,"• 빅데이터 분야에 관심과 열정이 있으신 분
• 학력 : 초대졸 이상 (졸업예정자 포함)
• 경력 : 신입/경력","• 하둡 / 스파크 환경 경험자
• 빅데이터 경험 우대
• 교통관련 업무 또는 관련 전공자 우대
• 전산 관련 전공자 우대"
위즈코어,데이터 모니터링 솔루션 개발 (Java),https://www.wanted.co.kr/wd/135815,"• JSP, Java Spring, Mybatis, Jquery 관련 이해도가 높으신 분
• 웹 기반의 솔루션 개발 경력 5년 이상 또는 그에 준하는 결과물 개발 경험","• 데이터 기반의 솔루션 개발 경험이 있으신 분
• 시각화 및 모니터링 솔루션 관련 개발 경험이 있으신 분"
로드컴플릿(LoadComplete),[캐주얼 게임] 데이터 사이언티스트 (2년 이상),https://www.wanted.co.kr/wd/135008,"• 2년 이상의 프로덕트 데이터 분석 업무 경험을 보유하신 분
• 데이터 분석 및 데이터 기반 실험 설계에 대한 이해도가 높으신 분
• 데이터를 통해 서비스의 문제를 정의하고 해결한 경험이 풍부하신 분
• 통계 및 분석 프로그램을 능숙히 다루고, 다양한 데이터 시간화/분석 툴을 다뤄보신 분

[사용 스택]
• 필수 : SQL, Python, R
• 우대 : Django, Datastudio, Bigquery","• 통계학 기반의 분석/실험 인사이트로 프로덕트 성장을 이끌어낸 경험을 보유하신 분
• 글로벌 혹은 게임 분야에서 데이터를 다뤄본 경험이 있으신 분
• 머신러닝 알고리즘을 활용한 모델링 역량을 보유하신 분
• Bigquery 활용에 능숙하신 분
• SQL, Python, R 등을 이용한 데이터 전처리, 분석, 모델링 능력을 보유하신 분"
콜로세움코퍼레이션,데이터 분석가 (1년차 이상),https://www.wanted.co.kr/wd/97599,"- SQL, Python, R 등의 도구를 활용하여 원하는 데이터를 추출, 가공, 시각화해본 경험이 있는 분.
- 분석 결과를 다양한 각도에서 바라보고 여러 의미로 해석할 수 있는 분.
- 다양한 지표를 관리 및 운영 경험이 있으신 분.
- 데이터 분석 툴 사용 경험이 있으신 분. (Google Analytics, Tableau, BigQuery, QuickSight 등)","- 통계, 산업공학, 컴퓨터 공학 전공
- 물류 서비스 도메인 지식에 익숙하신 분
- 유통/물류업 지표분석 유관 경력자
- 코호트 분석, 퍼널 분석 등 데이터 분석 방법에 대한 이해도가 높으신 분"
스포카,데이터 분석가(팀장급),https://www.wanted.co.kr/wd/113652,"• 데이터 업무 경력이 7년 이상으로 데이터 엔지니어 및 분석 경험이 각각 2년 이상이신 분
• SQL을 이용하여 데이터 추출 및 활용 능력이 능숙하신 분
• 데이터 분석 결과를 가지고 팀원들과 소통하는 것을 즐기시는 분
• 요식업 매장의 관리 문제를 해결하는데 관심과 열정이 있으신 분
• 데이터 분석을 통해 주도적으로 방향을 제시할 수 있으신 분","• 모바일 서비스 로그 기획/분석 경험이 있는 분
• 통계 모델링 등 다양한 분석방법론에 익숙하신 분
• Tableau 혹은 Redash를 통한 대시보드 구성 및 시각화에 익숙하신 분"
웅진씽크빅,[에듀테크연구소] 데이터 엔지니어(팀원),https://www.wanted.co.kr/wd/140456,"• 컴퓨터공학 석사 이상의 학위를 소지하신 분
• Java, Python 또는 Scala중 1개 이상에 숙련된 프로그래밍 능력이 있으신 분
• 새로운 기술, 오픈 소스 솔루션에 대한 관심이 있으신 분
• SQL Query 또는 DB 이해도가 있으신 분","• AWS 환경에 대한 경험이 있으신 분
• Spark, Hadoop, Airflow 등 빅데이터 분산 스택 경험이 있으신 분"
콘텐츠웨이브(wavve),[Tech] 데이터 로그 개발자,https://www.wanted.co.kr/wd/77541,"• 사용자 로그 수집 및 시각화 업무 경험 / 3년 이상
- Python, NodeJS, Golang 이용 개발 경험
- Kafka 등 메시지큐 기반 데이터 처리 개발 경험
- Restful API 개발 경험","• 컨테이너 기반 Microservice 개발 경험
• Swagger 를 이용한 api 서버 개발 경험이 있으신 분
• Spark, Hive, Redshift, Bigquery 등을 이용한 대용량 데이터 분석 및 처리 경험
• Tableau / Looker / quicksight 등 데이터 시각화 및 대시보드 구성 경험"
콘텐츠웨이브(wavve),[Tech] DBA (데이터베이스 관리자),https://www.wanted.co.kr/wd/88649,"• 클라우드 환경에서의 데이터베이스 운영 역량 보유
• 데이터베이스 운영을 위한 개발(모니터링, 자동화 등) 경험
• 운영환경에서의 배치 자동화 경험","• NOSQL 운영 경험(elasticsearch, mongo, cassandra, redis)
• 클라우드 환경 데이터베이스로의 마이그레이션 경험
• Python, golang 등 개발 언어 활용 또는 이해 가능
• 협업에 대한 긍정적이고 적극적인 마인드를 가진 분
• 데이터베이스 New Feature에 대해 관심이 많으신 분"
콘텐츠웨이브(wavve),[Tech] 데이터 엔지니어,https://www.wanted.co.kr/wd/91021,"• 데이터 파이프라인 개발, 구축 경력 / 3년 이상
• 데이터 전처리 경험
• 데이터 어플리케이션 개발을 위한 프로그래밍 언어(Python, Go 언어 등) 개발 능력 보유
• 클라우드 환경에서 대용량 데이터 처리 경험","• GCP에서의 프로젝트 경험
• 대용량 데이터 파이프라인 시스템 구축 경험과 운영 경험
• Airflow, Kafka, Spark 업무상 이용 경험
• Elastic Stack 관련 업무 경험"
인플루엔셜(윌라),[윌라] 데이터 분석가,https://www.wanted.co.kr/wd/83163,"• SQL 활용 가능자 , 엑셀 중급 이상
• 데이터 분석 도구, BI 도구 활용 스킬 
• 그로스 전략에 대한 기본 지식 및 커뮤니케이션 스킬","• 데이터 분석, 통계 관련 전공자
• 데이터 엔지니어 경력 보유
• 콘텐츠 구독서비스, 이커머스 분야 등 대용량 데이터 분석 경험 보유
  - 콘텐츠(상품) 관련, 고객 행동 관련 등
• 코딩 가능자 
• 영어 능통자"
인플루엔셜(윌라),[윌라] 데이터 엔지니어,https://www.wanted.co.kr/wd/84653,"• Data Engineer로서 성장하고자 노력하시는 분
• 1가지 이상의 Programming Language를 이용하여 능숙하게 개발이 가능한 분
• 이상한 느낌을 받으면, 집요하게 분석하여 원인을 찾아내려는 분
• 컴퓨터 뿐만 아니라 주변의 사람들과도 데이터를 기반으로 명확하고 원활하게 소통하시는 분
• 아래 기술들에 대해 능숙하거나, 능숙해지려는 분
  - Hadoop, Spark, Hive, Elasticsearch, Kinesis, Athena, QuickSight, Glue

※ 포트폴리오나 Github 등, 자신이 진행한 프로젝트 정보를 확인할 수 있는 소스코드를 반드시 제출해주시기 바랍니다.","• 주요업무에 기재된 항목들에 대한 개발 경험이 1년 이상 있는 분
• 컴퓨터 관련 전공자 또는 그에 준하는 경력/경험이 있는 분
• Data Engineering 관련 팀에 대한 팀 빌딩이나 리딩을 경험한 분 (경력자에 한해)
• 이력서 內 현재 연봉 & 희망 연봉 필수기재 

[전형절차]

• 서류전형 ＞ 1차 인터뷰(온라인) ＞ 2차 인터뷰(대면) ＞ 최종합격


※ 모든 전형에 대한 결과는 개별적으로 안내드립니다."
페이타랩(패스오더),데이터 엔지니어(그로스해커),https://www.wanted.co.kr/wd/115036,"【이런 분을 찾고 있어요!】

• 데이터 분석, 파이프라인 및 데이터 기반 서비스 관련 업무 경험이 있는 분
• 데이터를 통계적으로 이해하고 데이터를 정리하여 요약할 수 있는 분
• 데이터를 통해 인사이트와 솔루션을 제공할 수 있는 분
• 데이터에 대한 수학적 이해와 통계적 지식을 보유한 분
• SQL, Python, R 등 통계/분석 프로그램을 능숙하게 다룰 수 있는 분","【이런 분이면 더 좋아요!】

• 데이터 관련 학과(통계학, 전산학, 컴퓨터 공학 등)를 전공하신 분
• 미적분학, 선형대수학, 확률, 통계, 경제학 등에 대한 전문 지식이 있는 분
• 통계 분석, 데이터마이닝 등 유관 업무를 경험하신 분(석, 박사 포함)
• 머신러닝 등 최신 알고리즘을 활용한 실제 비즈니스 문제를 해결한 경험이 있는 분
• 대용량, 실시간 데이터를 처리 아키텍처 구축과 관련된 경험이 있는 분


【페이타랩의 근무 문화 및 환경】

• 구성원 모두가 서로 단단하게 연결되어, 모든 정보를 투명하게 공유하고, 각자의 업무에 몰입할 수 있는 환경
• 최소한의 절차로 일에만 집중할 수 있으며, 의사결정과 각자의 책임이 명확한 효율적인 환경
• 누구나 원하는 만큼 성장하며 커리어를 쌓을 수 있도록 회사가 적극적으로 지지하고 지원해주는 환경
• 뛰어난 실력과 따뜻한 마음을 가진 멋진 동료들과 함께 할 수 있는 환경"
무신사,Backend Engineer (데이터플랫폼팀),https://www.wanted.co.kr/wd/143757,"• Java, SpringBoot, ORM을 다룰 줄 아시는 분
(현재 데이터플랫폼팀은 SpringBoot, Kotlin coroutine, Gradle, Kafka를 사용하고 있습니다.)","• AWS, Azure, GCP 등 클라우드 서비스 사용 경험이 있으며, 직접 리소스를 생성해보신 분
• 클라우드에서 VPC, IAM의 개념을 명확히 아시는 분
• Non-blocking으로 트래픽을 처리해본 경험이 있으신 분
• 대용량 트래픽을 안정적으로 Serving하기 위한 데브옵스 경험이 있으신 분
• Kotlin 경험이 있으신 분"
무신사,"Senior Data Engineer, 시니어 데이터 엔지니어 (데이터플랫폼팀)",https://www.wanted.co.kr/wd/119038,"• 해당 경력 5년차 이상 또는 이에 상응하는 업무 능력 보유
• Spark, Hive, Presto, Elastic Stack 등을 이용한 데이터 파이프라인 설계, 구축, 운영 경험
• Python, Scala, Java 중 하나 이상을 사용해 프로그래밍 경험하신 분
• 중급 이상의 SQL 작성 능력","• Apache Spark 기반 프로덕트 개발 경험
• AWS 또는 클라우드 기반 데이터 인프라 구축 및 운영 경험
• 데이터 시각화 또는 BI툴(Tableau, Apache Superset, Power BI 등) 활용 경험
• 데이터 프로세싱부터 분석/모델링까지 결과를 도출할 수 있는 분"
무신사,AI Engineer (데이터프로덕트팀),https://www.wanted.co.kr/wd/133717,"• Vision / NLP를 깊이 이해하고, 이를 서비스에 적용해보신 분
• 제한된 환경 내에서도 인사이트를 도출하고 문제를 해결할 수 있는 분
• 딥러닝 프레임워크 사용 가능한 분","• AWS 등 클라우드 환경에서 개발 경험이 있는 분
• Multi-modal 모델링에 경험 있는 분
• Contrastive Learning, Representation Learning에 대한 경험이 있는 분
• 관련 경력 5년 이상"
이자,데이터 분석 & PM,https://www.wanted.co.kr/wd/144572,"• 1년 이상 정량적 측정 경험
• Funnel 분석, AARRR 분석 등에 대한 깊은 이해","• 업계 최상위 연봉
• 경력에 따른 스톡옵션 가능
• 100% 재택가능
• 파트타임 가능"
더리얼그룹,데이터 엔지니어,https://www.wanted.co.kr/wd/143507,"• 데이터 가공 및 분산 처리 기술에 대한 이해
• 웹 크롤러 개발 경험","• 검색엔진 개발 경험
• AWS, GCP 등 클라우드 환경에서의 데이터 파이프라인 구축 및 운영 경험
• 원활한 영어 커뮤니케이션이 가능하신 분"
우아한형제들(배달의민족),"배달의민족 사업 BA(Business Analyst, 데이터분석가)",https://www.wanted.co.kr/wd/132642,"[지원자격]
- SQL을 직접 활용하여 결과 데이터를 가공/추출하여 분석에 활용하는 업무를 3년 이상 수행한 분
- 다양한 사업 조직의 데이터 요구사항을 접수 받아, 직접 커뮤니케이션하고 구체화하여 분석하는 업무 경험이 있는 분
- 가설 설정 / 데이터 추출 / 가공 / 분석, 보고서 작성까지 비즈니스 분석 전체 과정에 대한 경험이 있는 분
- Redash, Tableau, Power BI 등을 이용해 비즈니스 리포팅, 대시보드 작성 경험이 있는 분
- KPI 지표 설정 및 관리 업무 경험이 있는 분
- 서비스 분석방법(LTV, Cohort, Funnel, A/B Test 등)에 대한 경험이 있는 분
- App/Web 고객 로그 데이터 분석 관련 경험이 있는 분
- 개인의 성과만큼 조직의 목표 달성에 가치를 두고, 타부서와 원만한 의사소통과 협업 관계가 가능한 분","[우대사항]
- 이커머스 및 O2O 플랫폼 서비스에서 근무한 경험이 있는 분
- 3년 이상의 데이터 분석, 전략 수립 분석 업무 경험이 있는 분
- 데이터 분석 환경에 대한 이해도를 갖춘 분 (Presto, Hadoop, BigQuery)"
